,source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,r_med_geo,l,b
11,1762592610758688769,352.2376990681047,-25.851702089972303,4.902612,0.051682234,-141.14384,0.028735321,-243.53647,0.025634388,-118.62431,1.7073268,198.94580770257141,32.20620061395353,-71.51979919861803
12,1765291705378013185,349.49582038521993,-18.21902826113543,16.609154,0.052048173,-115.83131,0.028938783,-137.27856,0.025815893,17.098799,1.4883869,58.72231715522967,50.51318407329314,-66.72514123879552
13,1994680690540544008,305.2030229756773,-46.020181489267976,4.919574,0.072586454,172.48862,0.040358067,-164.35123,0.036002878,-65.942116,34.116104,198.94580770257141,353.93466612154225,-34.267811265310215
14,2016018925317259271,305.5572433465703,-68.7425923900116,12.749289,0.05057554,191.0317,0.02812,-165.1131,0.025085466,-80.47489,1.5280093,76.90420739177874,326.53059474004095,-33.33058446250383
15,2001159871910641671,304.1077609222416,-65.40900361606265,10.846169,0.05437106,182.92009,0.03023031,-424.2917,0.026968045,-85.063324,17.381708,90.68942005794487,330.57593860410276,-33.28802861566969
16,1737377220420173833,299.7608727896865,-31.91561583940939,13.108343,0.05347847,238.35593,0.029734029,-156.66469,0.02652532,33.143368,1.8129276,76.90420739177874,9.14509511795637,-27.431793760036907
17,1994742142664179720,304.2134850395838,-46.053114808303086,41.479847,0.05172558,-206.75365,0.028759424,-294.36465,0.025655888,57.09286,5.6621494,24.33345729349868,353.81719577432,-33.58703343830717
18,1789578890738401290,307.5307561672897,-4.389288826898338,31.730158,0.0524591,204.59586,0.02916726,-481.96997,0.026019713,23.40596,1.0,31.321543185268787,40.579659672219,-23.909892107703797
19,1834411026523619330,13.00092567710924,-10.206102964561719,81.70073,0.052240342,1731.1672,0.02904563,605.972,0.02591121,-84.79675,1.9134248,12.197398529068291,123.41018104500895,-73.0773251500913
20,1820651127994056706,24.627528251071045,-12.590256295032004,26.918331,0.052069154,374.89456,0.02895045,-321.51007,0.0258263,-17.246141,3.6996214,36.960652757069866,162.4079241352216,-71.75469484313139
21,1745653499992997902,293.0073656046688,-29.276092265713547,9.071537,0.051066454,-191.13023,0.028392948,-207.66406,0.02532896,-135.3022,1.2903956,110.76624860879465,9.893673555076747,-21.085624807137847
22,1743087617945108494,299.38731875198806,-18.79694417409276,12.192813,0.052454624,398.69446,0.02916477,-139.46141,0.026017493,-175.51276,1.0,83.3214314172832,22.690781229957818,-22.743513515793367
23,1789608289923760143,306.2280439961929,-3.6249567297418075,6.5167503,0.0709126,108.538086,0.039427403,-163.54984,0.03517265,-60.70113,17.914713,142.15347158050872,40.654367391669965,-22.403827082709196
24,1907352207003484163,35.58395622651579,-41.002459236353836,12.24531,0.053451627,192.52956,0.029719105,-390.12067,0.026512008,93.18137,1.0,83.3214314172832,255.3637900241621,-66.73471432338216
25,1783959750665306115,338.04959321879716,9.811239753451694,61.35097,0.05097435,502.9681,0.02834174,-376.69257,0.025283279,-49.59087,1.3186655,16.385792314399577,75.71438889299134,-39.96632079136368
26,2006357825881636881,282.5217819889114,-62.85951490590526,12.7630005,0.05189531,208.8141,0.028853793,-227.51447,0.025740074,51.16501,2.952533,76.90420739177874,332.83438265887344,-23.78983124489791
27,1743642192578084883,295.9555712721952,-21.746651072491495,5.473927,0.052698255,193.74733,0.02930023,-216.41103,0.026138334,78.724846,1.4325339,198.94580770257141,18.443031494996443,-20.870045768644843
28,1935740085269954579,97.57520338028495,-23.258846711439222,14.100426,0.05069145,256.6415,0.028184444,249.6636,0.025142958,-20.99578,1.2540312,71.2641594657061,231.8121219470156,-14.795254145211489
29,1984093888079462420,286.54348402260297,-38.7052751477466,6.229934,0.05150321,-87.35299,0.028635785,-157.77127,0.025545591,36.382664,2.598428,166.1178031977051,358.5103783032598,-19.254146246696763
30,1796934439113064452,320.0270362459415,-25.00296890058628,5.930676,0.06862772,-161.17746,0.038157012,-523.8809,0.03403935,-60.788204,15.441544,166.1178031977051,22.996606340563748,-42.84554934301848
31,1730646510598619161,287.0909267658308,-33.40070661119581,5.732686,0.05094103,237.34346,0.028323215,-225.24217,0.025266752,-78.38138,1.4952548,166.1178031977051,3.9138373431873386,-17.808562891103165
32,2007932043198988313,254.3926660673157,-70.39903430536269,7.12249,0.050773025,-485.14325,0.028229801,-294.7421,0.02518342,196.80615,1.0,142.15347158050872,320.86361021738253,-16.693442325916806
33,1996483717677187097,287.0745905159327,-41.095922349141425,9.4083,0.05796406,-102.79952,0.03222802,-142.2992,0.028750174,-94.04359,10.501506,110.76624860879465,356.2541543018939,-20.42772830730891
34,2003223358749016069,325.13271375691977,-62.848467366718154,16.236073,0.050526675,-444.6036,0.02809283,-260.95923,0.02506123,-110.64146,1.5390564,62.414140475833264,330.3136671794656,-42.76039066990205
35,1999660984158912517,319.7403782080438,-43.80314944612517,6.488188,0.057920378,201.8927,0.03220373,-134.7153,0.028728507,-59.878803,4.2857175,166.1178031977051,356.99051776947636,-44.51671584500668
36,1984479189461368861,280.2335516204043,-42.25704698229595,7.466918,0.05310901,-173.66174,0.029528609,-338.00952,0.026342068,-104.139595,8.428469,142.15347158050872,353.22667208737425,-16.048503260923948
37,1958435285167505437,193.57784702360422,-72.3133964566831,12.518764,0.051164303,115.27875,0.028447354,-96.96608,0.025377495,-27.02505,1.7275517,76.90420739177874,303.15316591637014,-9.442883249148977
38,1920406764528861190,90.70414288340827,-56.916657300046964,8.327661,0.051730618,132.67378,0.028762223,421.961,0.025658386,156.4781,2.0556335,124.71224746978949,265.346752106956,-28.96999484233389
39,1808948415854280705,346.1486382225072,31.311207954129493,12.195578,0.05068998,156.19466,0.028183628,109.14921,0.02514223,30.160784,1.1138731,83.3214314172832,97.58025192428421,-26.24801293730417
40,2006832535866179616,262.0469815227569,-66.99115785700552,6.3951435,0.052463263,-81.832054,0.029169574,-150.65512,0.026021779,34.57309,1.0,166.1178031977051,325.4219171240263,-17.223807074985686
41,1788074479927164961,294.377422248459,11.087204253808357,24.0261,0.05154954,125.15626,0.028661544,201.799,0.025568571,-20.317389,1.1865636,41.569775640429036,48.089885876718064,-4.974043521344813
42,1744888248758435874,285.1943573082651,-15.792365199859809,21.081934,0.051723275,155.07681,0.028758142,-202.32158,0.025654744,-12.915401,1.0,47.514997246313705,19.798080608625167,-9.148073452363892
43,1738370738831753223,304.83350192710105,-31.929691657411993,6.6015053,0.051878314,171.29387,0.028844343,-199.32674,0.025731644,-38.09811,1.6502334,142.15347158050872,10.4391188600578,-31.587110694796824
44,1736835532702351367,295.8032684596554,-32.54897921800128,3.8907762,0.07671193,-179.15276,0.042651832,-205.54659,0.038049117,302.28867,4.2067695,247.30562930040813,7.3811191622024355,-24.41667863662074
45,1797532285407330311,309.6500083886123,-4.966137666276666,8.144084,0.052086238,164.44124,0.028959949,-144.3963,0.025834773,-124.91995,1.0,124.71224746978949,41.104092491269995,-26.047210657918203
46,2013710260136574985,291.2382582132808,-81.6918638914273,5.4486804,0.051708218,-102.991196,0.02874977,-152.09683,0.025647277,55.54496,3.1143825,198.94580770257141,312.2521037345745,-28.030246237872422
47,1735236370483380232,302.5094455564078,-20.806718476278075,7.6863713,0.054522127,122.89429,0.030314302,-162.88107,0.027042976,-0.62940425,7.7729545,124.71224746978949,21.82651992500583,-26.214582916209473
48,1797199146269016072,306.5261770024165,-15.16211110821826,4.791014,0.054835632,-188.46962,0.030488612,-179.30894,0.027198473,-47.05625,4.252235,198.94580770257141,29.30013151196359,-27.65081789160441
49,2013703371277467656,277.0527494341911,-82.22766076591992,6.4219418,0.055476204,126.59383,0.03084477,-121.69881,0.027516197,128.46785,4.1729455,166.1178031977051,311.54695278222493,-26.079488289428863
50,1984507652343857193,277.56862495272986,-43.0434378856037,4.8012514,0.05425611,-94.60285,0.030166399,-412.70142,0.026911031,-242.07945,8.90475,198.94580770257141,351.68203518686096,-14.551801933065947
51,1732295250027741227,280.0895740406913,-18.547425361207956,12.017362,0.050890155,78.81072,0.028294925,-92.10073,0.025241517,13.531745,1.2989918,83.3214314172832,15.134477666427046,-5.9850369714915
52,1744168549678579755,283.2032621435068,-12.485307495227083,10.922791,0.061932378,-76.049614,0.034434404,-110.54649,0.03071846,-13.795942,24.658304,90.68942005794487,21.934497728817355,-5.957605287489118
53,1910479325581279276,129.39694846812534,-49.597425987598626,18.023731,0.050830435,-263.59833,0.028261723,733.1036,0.025211897,91.33408,4.1167116,55.67010078172002,267.3262785681587,-5.1353811286906055
54,2016105065315565577,305.7150022026989,-71.83679771874263,9.515618,0.06038336,-72.81402,0.03357315,-188.09142,0.029950147,-52.7564,7.4529824,99.34009314797727,322.90351448331205,-32.753102152180524
55,1747368763902132233,289.81731284226777,-20.43279525118956,11.198346,0.051002305,103.72537,0.02835728,-142.98512,0.025297143,-9.990444,1.3219029,90.68942005794487,17.37598250659722,-15.082919476351801
56,1821192212268974082,22.333287527997268,-18.92674970687904,5.274884,0.051834848,294.35062,0.028820176,-189.32796,0.025710084,13.942099,1.0,198.94580770257141,171.6343744810835,-78.03935439509333
57,1894965525482569730,27.26564423266054,-26.52122858127822,8.215763,0.05158195,399.37753,0.028679565,127.01561,0.025584647,30.189005,1.9903308,124.71224746978949,213.50705117586043,-77.13677155848346
58,1965968647335706626,20.594606135082415,-44.648917746788385,9.9228325,0.05192418,209.64087,0.028869845,-115.827385,0.025754394,-5.296348,3.2017906,99.34009314797727,285.448690072737,-71.41416116123358
59,1757915562903601154,341.710959633815,-32.20889800013619,5.891266,0.053903215,-204.777,0.029970188,-246.0781,0.026735995,80.18227,4.766808,166.1178031977051,14.698119935492258,-62.561567641416126
60,1745393053578821642,292.35075357248525,-35.16268458916713,5.159765,0.06199079,-103.491745,0.034466878,-284.97137,0.03074743,-143.49805,5.462118,198.94580770257141,3.7085202959908123,-22.493441273064445
61,1742271913327067188,291.66552291481497,-3.7105262250202187,6.0255704,0.051264204,-208.47551,0.028502898,-172.82457,0.025427045,46.98279,2.031825,166.1178031977051,33.63282830985208,-9.524657046262591
62,1739290892491030581,289.0189982949462,1.4653364857555768,12.911454,0.05130793,-89.87399,0.02852721,-121.98003,0.025448734,-69.19222,1.8287365,76.90420739177874,37.056289040307696,-4.807098168053677
63,1739096996460888118,289.60656460367903,-1.0457693901637755,12.973517,0.051025204,98.63134,0.028370013,92.07583,0.025308501,-5.5132413,1.0,76.90420739177874,35.08445758946257,-6.4805967989716455
64,1981380469341552642,10.184674618080692,-48.5833726109542,10.810986,0.050980274,445.93115,0.028345034,-432.20502,0.025286216,129.29823,1.3004563,90.68942005794487,307.75202697933247,-68.44462406278056
65,1756815806462689282,332.3819982371709,-36.5848047437746,12.252958,0.05077067,452.63528,0.028228492,-148.55916,0.025182253,81.233734,1.0,83.3214314172832,7.136418374739497,-54.623932737559585
66,1783306683708080141,316.56466102266734,25.11902898781037,9.306591,0.051702783,210.21803,0.028746746,-363.0952,0.02564458,-301.0233,2.358027,110.76624860879465,71.79160349588558,-14.69065503204787
67,1996003596302286861,276.90075922793915,-55.19312608173931,12.822193,0.051910087,-146.10506,0.028862009,-473.88416,0.025747404,-108.68087,5.5475087,76.90420739177874,339.7727147822544,-18.763430943207485
68,1960453073822285883,164.34240416266826,-63.35067725614968,15.134126,0.05273858,165.59392,0.02932265,-94.31735,0.026158335,69.35962,1.8129499,66.64283708281289,290.546729181127,-3.2555780801069845
69,1787961247275155516,290.09109022949286,8.263739452866435,96.97211,0.050683457,347.0657,0.028180003,-499.8745,0.025138997,-15.883005,1.0,10.300088122749287,43.58790047258179,-2.598135190287917
70,1790130901410119692,304.0314053268441,-6.11092756831048,4.139025,0.07897773,-91.92381,0.043911614,-257.76727,0.03917295,-51.12733,17.515537,247.30562930040813,37.188395270272025,-21.60154557171757
71,1783188249984892942,318.28048655726167,24.711224091708836,5.972586,0.051981553,-139.6393,0.028901743,-147.64812,0.02578285,-263.44263,4.0221634,166.1178031977051,72.5186711747605,-16.138610854669395
72,1742786223178514495,290.7352945645822,-5.14928793750393,4.494434,0.05141251,-85.41123,0.028585358,-111.16751,0.025500607,-15.070872,1.0309352,247.30562930040813,31.90712999185204,-9.345345242260162
73,2271048710349652032,273.79535114408975,-10.719970366343702,18.793255,0.052184206,-94.02536,0.029014418,-170.73811,0.025883365,48.477345,2.2524238,52.560376973561944,19.254257409355855,3.034915378075993
74,2273809090259976257,269.90049026905604,-19.074527079558393,9.566674,0.05125889,-87.80662,0.028499944,-114.794426,0.02542441,15.741668,1.0,99.34009314797727,10.114745225107244,2.2700937872457616
75,1770451341932494861,300.62516332575274,13.333471780929981,16.26331,0.05427467,-215.00267,0.030176716,-163.91377,0.026920237,-39.37627,5.4837747,62.414140475833264,53.115108383514205,-9.153466895767881
76,2028668600436392004,242.9889435828647,-49.688231020721574,17.391428,0.05112522,-198.02019,0.028425623,-127.556625,0.025358109,-10.202617,1.0,58.72231715522967,332.7099979707984,1.2261869940107573
77,2246792715175985221,292.06600950861935,21.79646123077732,4.7311983,0.05043351,-88.908264,0.028041031,-255.30779,0.02501502,-159.08885,1.2779669,198.94580770257141,56.41481255728649,2.126097623781063
78,2246970672850927685,291.152439576383,22.657629625417407,5.9584117,0.050785877,-122.02936,0.028236948,-148.76231,0.025189795,-347.02554,2.4971237,166.1178031977051,56.77286982644153,3.278857460223898
79,2058847819501928518,202.71065691804728,-61.39624449386777,6.7119327,0.050698582,-138.65619,0.028188411,-92.193695,0.025146497,-37.810097,1.0729239,142.15347158050872,307.63112497349516,1.1154572315340685
80,1997204073887039502,286.41969292274086,-44.775316071020114,4.967614,0.051232833,-120.86144,0.028485455,-121.45661,0.025411485,-40.04025,2.072616,198.94580770257141,352.356086736539,-21.124413556946276
81,1950473000050491395,73.91876112247502,-66.94098106030896,6.7482915,0.05094367,296.83002,0.02832468,234.28595,0.02526806,126.82228,1.0,142.15347158050872,277.85375805010796,-36.03190590085598
82,1977377646123679747,15.271996635901369,-54.09065597573441,8.157424,0.051176395,265.32303,0.028454075,-167.98862,0.025383491,25.290512,1.0,124.71224746978949,299.8168291127283,-62.9791903355157
83,1755540115679084547,350.0382235027354,-7.835722744452131,11.278567,0.05128175,236.5864,0.028512653,-417.11896,0.025435748,-28.369781,1.0,90.68942005794487,70.45023708483043,-61.02435107395689
84,1755540115544866819,350.0348133455405,-7.835307985391923,11.422353,0.05441514,236.59207,0.030254818,-417.07904,0.02698991,-51.56548,24.512613,90.68942005794487,70.44595463819616,-61.021652775461824
85,1924675390521999375,111.59661271769197,-49.23928935696094,12.893701,0.052292664,363.2576,0.029074721,-157.49648,0.02593716,126.531075,5.3466945,76.90420739177874,261.0363533202938,-14.898984989337988
86,1789846355800227857,299.7835562533605,-5.2499592638388535,32.517475,0.056595698,749.3741,0.031467207,-300.11685,0.028071465,-43.0262,20.437805,30.37901936405553,35.98107637519048,-17.440511249154824
87,2276939090492391503,278.1750920853413,-2.3809929043580484,3.8190508,0.05099368,134.51123,0.028352486,-160.10107,0.025292866,25.049286,1.0,247.30562930040813,28.671635916946403,3.0769061333666485
88,1956662850948694095,181.32382281412626,-64.38445093319984,10.091401,0.051181953,-139.79803,0.028457165,94.919785,0.025386248,-8.468008,2.248686,99.34009314797727,297.96923790731387,-1.9582208196463833
89,1997870897624514640,261.07635874770966,-53.20336535046996,3.8104858,0.06375835,-115.264915,0.035449643,-205.62288,0.031624142,-14.600964,15.901635,247.30562930040813,337.27585314471895,-9.631622945981986
90,1825462642416812035,28.216787015215676,0.9158472573155267,18.00214,0.052396305,290.85406,0.029132346,-172.72197,0.025988568,31.46814,1.2459776,55.67010078172002,153.1926590149472,-58.30001462139864
91,2248859350359605331,296.73392166905825,38.51747325039539,11.432989,0.055957537,-319.4232,0.03111239,111.207726,0.027754938,-216.05968,18.209148,90.68942005794487,73.03900546462759,6.718178174494707
92,2276752064128221268,275.59424284984317,-5.6064215107520665,6.5395303,0.056230746,-84.27313,0.031264294,-107.13488,0.027890451,-11.611509,2.1319711,142.15347158050872,24.61400964467352,3.8683898699271095
93,1742876833835122772,289.1430912513196,-4.5868162030494,1.7866359,0.061537944,-60.90428,0.034215096,-56.15667,0.03052282,123.456825,3.396715,492.18523987337824,31.69320633739183,-7.67548002215949
94,1791301413410701329,311.0615628914358,8.466049835674994,5.8366833,0.05466965,224.57112,0.030396326,171.62529,0.027116146,-297.70825,6.342036,166.1178031977051,54.477653599069235,-20.418736416458596
95,1739589800739995736,283.69387263437875,-10.776712840720142,16.768019,0.052904297,127.137726,0.029414788,135.89209,0.026240531,-3.8185616,5.9135695,58.72231715522967,23.686606225586875,-5.623586900152647
96,1744852587510759512,286.84645267404136,-13.772927927411168,6.556505,0.051934667,-258.4206,0.028875675,-203.61511,0.025759595,-163.26105,2.1698875,142.15347158050872,22.3452556002983,-9.709888023638515
97,2275440868460593240,281.4056140483838,6.643170588467935,3.9092734,0.05101293,-98.0329,0.028363189,-123.2691,0.025302414,47.28472,2.2998066,247.30562930040813,38.19488439824057,4.311559844359264
98,2060870706148671577,184.29923276439087,-60.43213271501415,24.766094,0.05121688,-194.61255,0.028476587,-106.79122,0.025403574,21.611454,1.254365,39.977377075909615,298.7167429121616,2.1590760170529615
99,1985599888162816090,265.7488452467641,-40.64317667306081,17.606966,0.05156138,-111.88268,0.028668128,-161.33095,0.025574446,-83.3837,1.4373546,55.67010078172002,349.71165426133615,-5.642230928727956
100,1926627075200909330,108.72825246706272,-44.090728848799024,14.428534,0.0511098,199.1959,0.028417049,138.4226,0.02535046,22.340094,1.0994111,71.2641594657061,255.34650387842348,-14.590627277250276
101,1788368315685535836,292.9601892734154,3.6842401246835212,1.7765759,0.05215596,-63.191246,0.028998714,-82.80482,0.025869356,32.76681,3.0642142,492.18523987337824,40.869965518034405,-7.265196404715911
102,1985886551594238046,266.07376116418976,-40.95406257985258,7.5666714,0.05083752,-81.4703,0.028265662,-156.45195,0.025215412,-20.292517,1.0,124.71224746978949,349.5721455356824,-6.013561326347897
103,2278246453170143327,278.7505585338457,1.763747418781682,5.885445,0.05868675,-243.85039,0.032629833,-349.411,0.029108627,-399.71384,6.680144,166.1178031977051,32.62936537290166,4.4606424168470475
104,1733464391396884576,275.4000722244663,-27.03323171097397,10.12949,0.051514152,73.72842,0.028641868,-113.59013,0.02555102,-14.54043,8.200471,99.34009314797727,5.561289231171372,-5.988571544184061
105,1742162159732785171,291.07489782284017,-1.5326992677234035,7.670634,0.050937142,107.59958,0.028321052,82.65208,0.025264824,-43.25139,2.230738,124.71224746978949,35.32396214181692,-8.00884808529523
106,1798083750752419844,334.60627368554447,-12.349539635759253,6.278923,0.051437758,197.56967,0.028599394,-257.21155,0.025513127,-62.521816,3.2113035,166.1178031977051,47.700582214236334,-51.282904309421596
107,1799068990346100740,328.5151523502339,-8.925164852887805,15.9752,0.05693805,311.25024,0.031657554,-157.96156,0.028241271,-115.03126,15.326137,62.414140475833264,47.858539775411906,-44.38799630549299
108,1787365389416529924,339.34371895384106,0.9122911795400425,7.750595,0.05108738,231.45622,0.028404582,-279.56555,0.025339339,44.9169,3.2343805,124.71224746978949,68.46525386374907,-47.2784226160382
109,1865031291351597060,1.725558096056293,13.23780814938212,9.55605,0.052998316,271.68332,0.029467065,100.00466,0.026287165,-119.11448,1.0,99.34009314797727,106.54749236473883,-48.21206177230815
110,1942638640534388740,65.11397510780606,-29.30522092752047,9.543759,0.05243167,184.60892,0.029152008,-119.200325,0.026006106,-119.90011,4.552538,99.34009314797727,228.50731166160824,-44.28878671159392
111,1928643712670236676,64.29170913729632,-49.74033083015809,11.325896,0.050672524,359.03796,0.028173923,-279.15567,0.025133573,146.03781,1.6875212,90.68942005794487,257.36905607688715,-44.95473155206066
112,1741910590613356654,287.00809669704876,-6.264550983257425,3.8792048,0.058348246,-86.30675,0.032441624,-135.11754,0.02894073,-57.699604,4.1831794,247.30562930040813,29.219738768650746,-6.531953408865185
113,2017616000316342377,266.01469202368435,-29.139460539025386,35.5418,0.051431626,-760.54987,0.028595984,-970.48206,0.025510086,42.832474,1.4937326,27.75496933181445,359.6483899280816,0.18475991051501106
114,2002576510904434692,330.1068851521219,-63.20121738098797,10.41719,0.050478183,242.1826,0.02806587,-182.77151,0.025037179,30.711113,1.0,99.34009314797727,328.37043353827113,-44.55953909039215
115,1872460987773222916,26.79999959439423,24.99553728738226,3.4530256,0.05088684,198.5238,0.028293082,-125.48535,0.025239872,-173.77055,1.9915969,332.48311223580515,138.62502116970597,-36.171147894233144
116,2021628371783385197,253.26265677037884,-27.610547581642795,3.531232,0.063435316,-123.621284,0.03527004,-217.24414,0.031463917,31.17793,1.295047,247.30562930040813,354.4706349753186,10.263288524307567
117,1788088786194792565,292.8092180031267,10.805967144314554,10.615389,0.05147699,161.70457,0.028621206,127.197754,0.025532587,-95.983444,2.0454383,90.68942005794487,47.10043430001033,-3.758985522296947
118,1741063034786283542,294.0760308828174,-7.361959237504013,3.9932306,0.05256953,-85.18021,0.02922866,-124.90087,0.026074486,65.211914,1.7576303,247.30562930040813,31.396566159595288,-13.304126978158491
119,1788939490367111190,294.9620738511526,5.393048637934947,27.902107,0.05906833,216.51576,0.03284199,225.84908,0.029297892,-28.851423,4.5284905,35.69450266426663,43.34142095940128,-8.21654032625812
120,2030583481540542576,234.57834213204322,-51.91712869193199,10.517053,0.05471954,-139.43597,0.030424066,-132.98714,0.027140893,-82.87666,9.041628,90.68942005794487,327.1994277947235,2.9135678556455114
121,2032889359287451762,242.24818120758152,-42.422497279413804,8.808226,0.05171095,-131.684,0.028751286,-256.57498,0.02564863,-114.24103,1.0,110.76624860879465,337.2976926500328,6.894486825272285
122,1811448920044208151,25.861854933679307,61.33274424049811,5.216388,0.055940002,304.9588,0.03110264,85.22316,0.027746242,-5.155976,27.59869,198.94580770257141,129.12891111626965,-0.9116623049738304
123,2089811484279308311,132.9922478603489,-44.29132947030522,9.295285,0.05060277,-120.513054,0.028135141,211.2122,0.025098974,-31.323298,2.7058365,110.76624860879465,264.6837313478628,0.07946579403252933
124,1740355868420997236,283.5684082859051,-3.463608820637016,13.116487,0.050890535,-94.93782,0.028295139,-185.15816,0.025241707,-35.13101,1.5593269,76.90420739177874,30.170774774931658,-2.208705838598222
125,1986367107029270645,225.97370155981395,-61.05276709031162,13.323969,0.052966624,-265.61673,0.029449444,-98.92864,0.026271448,-31.438002,14.265878,76.90420739177874,318.2756746895388,-2.190404459021159
126,1744892148320305270,285.5342124480568,-16.358803288353673,1.8132885,0.055309422,-61.91708,0.030752039,-40.934025,0.027433474,53.46972,2.796857,492.18523987337824,19.423985946363057,-9.687793577226
127,1986665237620719735,236.36122261025133,-55.6970066674022,13.157011,0.05167339,-169.60146,0.028730405,-118.71706,0.025630003,-17.214674,1.4662733,76.90420739177874,325.7607905338802,-0.7367644434048914
128,1773072506920370200,302.82533863566636,22.692847848113416,8.298759,0.05080223,-81.830605,0.02824604,-113.842964,0.025197906,10.170261,1.0,124.71224746978949,62.25114642995341,-5.995790525897773
129,1769005305900826648,317.6145397182103,35.15845692188802,7.920045,0.05427654,131.00232,0.030177757,167.37161,0.026921164,-44.368477,2.428865,124.71224746978949,80.11744719912036,-8.755650005705553
130,2271388030080123003,267.44141101155424,-12.633084577317426,11.334445,0.051299192,-177.01698,0.028522352,-483.29465,0.0254444,23.479935,1.4519882,90.68942005794487,14.530882691210344,7.536476874205447
131,1785091818145185797,328.1140550034885,2.447789022820905,16.29296,0.055310722,366.8492,0.030752761,-182.47963,0.027434118,-26.553747,17.382275,62.414140475833264,60.13956181808783,-37.73825572581349
132,2275058698109845628,281.3648428745161,4.985263820857898,10.473084,0.054025352,-362.69162,0.030038094,-271.80664,0.026796574,-314.90997,7.6256137,99.34009314797727,36.69439340145087,3.597721163384343
133,1948380629422833689,138.55304726315333,-64.05058736154203,26.263865,0.053247634,-253.56665,0.029605683,186.12747,0.026410826,-31.964613,6.3333554,38.3896081109878,281.7415252795632,-10.532535638902479
134,1739266918386237574,289.783751928766,1.6568230434560414,3.4224863,0.051704034,-98.52787,0.028747443,-117.88187,0.0256452,27.588814,1.0,332.48311223580515,37.58031881760511,-5.3975622857826115
135,2285687114240622720,274.38769799082223,-6.831388848923745,2.3341475,0.0522126,-78.33705,0.029030206,-166.44618,0.02589745,74.18508,1.1838635,492.18523987337824,22.966044216530026,4.355572058757209
136,1732460507350171777,281.5465593417404,-20.669461468313152,1.5221871,0.06674423,-47.089455,0.037109792,-71.388275,0.03310514,-139.0221,19.310091,492.18523987337824,13.831199280245606,-8.156182752725533
137,1925428393046704154,115.61030864898439,-32.84343653333288,14.998949,0.05118943,-350.8683,0.028461322,-467.1006,0.025389956,108.11337,1.0,66.64283708281289,247.6238898789952,-4.718961523200405
138,1739934025323118725,286.6885177356667,-7.901872771868216,1.7564734,0.060191415,-32.493095,0.033466425,-49.763935,0.029854942,-124.97004,4.915911,492.18523987337824,27.602596553476854,-6.981912036564054
139,2005080013115752581,228.53066214332856,-65.5492955406663,2.3376973,0.051698215,-153.32143,0.028744208,-40.049362,0.025642315,-88.00813,7.1794643,492.18523987337824,316.99560852620675,-6.651540959718913
140,1997944260229333126,267.9913039108071,-45.75400611913106,1.9617252,0.06108458,-39.47458,0.03396303,-46.229965,0.030297952,-82.9277,18.609457,492.18523987337824,346.09051669931654,-9.631059540111165
141,1731073198419607690,278.64872026764,-34.36296666043631,2.163511,0.051608454,45.50626,0.0286943,-105.24132,0.025597792,86.96865,1.6519704,492.18523987337824,0.16005033139432262,-11.73757253801861
